%batchNum lastTS numPackets totalBytes avgInterAT stdInterAT avgLength stdLength ipSrc ipDst ipSrcDst ipv4 ipv6 icmp4 icmp6 ipMaskSrc[30] [29] [28] [27] [26] [25] [24] [23] [22] [21] [20] [19] [18] [17] [16] ipMaskDst[30] [29] [28] [27] [26] [25] [24] [23] [22] [21] [20] [19] [18] [17] [16] numTCP numUDP  othersL4 srcPortTCP dstPortTCP srcPortUDP dstPortUDP ipSrcPort ipDstPort tcpSyn tcpFin tcpRes flows flowsTCP flowsUDP flowsOther avgPacketsFlowTCP stdPacketsFlowTCP avgPacketsFlowUDP stdPacketsFlowUDP avgPacketsFlowOther stdPacketsFlowOther avgInterAtFlowTCP stdInterAtFlowTCP avgInterAtFlowUDP stdInterAtFlowUDP avgInterAtFlowOther stdInterAtFlowOther avgLengthFlowTCP stdLengthFlowTCP avgLengthFlowUDP stdLengthFlowUDP avgLengthFlowOther stdLengthFlowOther onePacketFlows httpPackets httpFlows sslPackets sslFlows smtpPackets smtpFlows auxFet
15 7550025 44899 35552144 11.138968098378186 13.301176376392462 797.6951244138303 679.7983922064942 3219 1194 4262 44835 64 119 64 3103 3026 2942 2849 2774 2706 2635 2585 2531 2481 2413 2319 2204 2043 1868 1079 972 813 646 469 320 205 122 67 36 20 12 8 5 4 37828 6452 436 1351 37828 825 6452 3817 44836 811 470 409 5354 3965 997 392 9.540479192938209 40.37486076871741 6.471414242728184 27.88982838926673 1.5790816326530612 4.265727203118898 7241006.763682219 152098.17417628953 7250439.193580742 151943.75450353624 7286745.790816327 142277.61390015806 8092.250504540868 52733.87906953157 3458.7081243731195 27365.303425335558 147.8268156424581 743.0305752485492 2840 27059 2554 583 104 133 25 0
16 8050003 46225 36523952 10.819783168509662 13.073428936440251 796.117943240769 677.8550852091303 3222 1199 4301 46164 61 103 61 3107 3053 2973 2888 2800 2745 2676 2608 2554 2488 2408 2319 2208 2051 1868 1073 958 808 635 452 298 190 115 65 36 20 12 8 5 4 39008 6614 439 1383 39006 795 6614 3795 46163 767 534 444 5512 4192 927 393 9.305343511450381 40.67085638587298 7.134843581445523 29.925185389636255 1.534351145038168 4.073747641586092 7739560.790791985 151377.833646533 7749899.290183388 154473.5060976627 7791389.063613231 140483.69756993555 7837.248866618946 53517.84789048564 3938.1132686084143 27870.97307173684 168.23030303030302 652.3046648289246 2852 27977 2676 494 112 115 16 0
17 8550025 45310 36659516 11.037436814339006 13.201926516221342 817.0259861823045 677.4835594813399 3264 1179 4314 45191 119 101 119 3151 3082 3004 2911 2820 2750 2680 2623 2564 2501 2422 2336 2213 2053 1864 1053 941 790 622 459 304 192 116 65 36 21 13 9 6 5 37727 6888 475 1379 37727 821 6887 3853 45192 775 501 432 5548 4122 992 434 9.152595827268316 37.81388126985812 6.943548387096774 27.70359022383782 1.6013824884792627 5.961667103619413 8245887.264677341 151529.05342220867 8265147.529233871 153378.99182770326 8299830.785714285 137261.8708244756 7887.389859291606 50378.884868813664 4159.073588709677 27867.88993878297 131.3764705882353 484.33438862009376 2963 26456 2645 783 117 138 25 0
18 9050013 46501 37975647 10.756496859134327 13.138792636918426 822.2218589646437 674.3734885932861 3181 1212 4251 46440 61 88 61 3047 2973 2892 2807 2724 2655 2599 2560 2506 2442 2365 2279 2170 2019 1832 1083 963 788 625 464 315 196 116 65 36 20 12 8 5 4 38490 7379 483 1350 38490 801 7379 3780 46441 725 549 532 5422 4099 958 365 9.390095145157355 35.56586789002107 7.702505219206681 29.100197647636758 1.7315068493150685 6.589946681140446 8742770.259087583 149953.28617086416 8756620.943632567 152814.5599610104 8773013.57260274 145857.7928502082 8138.86899243718 46509.931204897664 4649.420668058455 27814.85482350786 1056.5263157894738 11576.856004716798 2805 27262 2636 732 116 165 20 0
19 9550013 46907 38826653 10.663638302409895 13.158224736856962 834.5413218699624 672.0212838067756 3287 1213 4364 46820 87 113 87 3163 3091 3015 2919 2825 2756 2690 2629 2569 2511 2451 2358 2241 2093 1899 1077 960 808 638 467 313 196 115 63 35 20 12 8 5 4 39476 6746 485 1445 39476 829 6746 3922 46821 802 512 428 5528 4120 986 422 9.581553398058253 39.4564187500909 6.841784989858012 25.68343717716275 1.6232227488151658 5.0787635170934315 9242233.93446602 150415.82742298034 9246357.526369167 151018.635240656 9314333.37677725 136636.2682534714 8512.054126213592 52675.339467828504 3776.7505070993916 20340.86256221323 193.6184971098266 1007.8262391522159 2914 28498 2627 550 136 156 20 0
20 10050006 48620 40453301 10.287889387268013 12.685299134150348 837.8269613122359 671.0396499840502 3201 1167 4269 48620 0 94 0 3073 3015 2940 2840 2759 2700 2640 2583 2513 2454 2377 2291 2186 2034 1844 1026 922 779 617 453 300 190 115 64 36 20 12 8 5 4 40487 7536 503 1384 40485 811 7536 3822 48619 790 552 504 5510 4118 977 415 9.831714424477902 37.802135614512174 7.713408393039918 32.32628560543281 1.4385542168674699 2.89952218747549 9745845.58790675 148532.02926204362 9758138.363357216 151389.63885826746 9785510.98313253 139678.8577317131 8715.64828758805 50044.37579038681 4658.042008196721 28262.546830429368 143.22285714285715 526.4775778701312 2855 29666 2642 768 127 142 23 0
21 10550019 46407 37788434 10.778853201120931 13.25394595670103 820.5678146443151 671.2431891034315 3116 1151 4186 46321 86 92 86 3001 2942 2874 2801 2706 2650 2591 2534 2486 2428 2349 2258 2151 2005 1821 1029 927 767 597 442 297 194 120 67 36 20 12 8 6 5 38021 7805 403 1315 38021 794 7805 3712 46322 755 511 437 5293 3998 951 344 9.51000500250125 38.59935174296958 8.207150368033648 34.73221882035566 1.688953488372093 5.767037448311963 1.0241425796148075E7 150258.894519855 1.0251269066246057E7 147378.4717333521 1.0286655424418604E7 142332.6951515827 8237.487743871936 50116.05448620863 5081.791798107255 31731.807338313334 180.232 892.7416916443412 2736 27909 2624 646 128 218 25 0
22 11050013 45745 36099228 10.934460286913925 13.252468840593012 795.9874095960487 674.6693508018933 3153 1189 4231 45651 94 109 94 3040 2982 2895 2799 2709 2649 2594 2538 2475 2413 2340 2256 2146 1995 1803 1058 945 788 624 444 300 190 119 66 36 20 12 8 5 4 37207 7876 459 1384 37207 739 7876 3776 45652 853 516 353 5457 4166 890 401 8.93110897743639 36.28728982418562 8.84943820224719 37.105149707708506 1.6508728179551122 5.472670708920765 1.0745062877340375E7 151039.9970036956 1.0748536829213483E7 146492.61424840317 1.0798597206982544E7 147058.6929479726 7436.40350456073 47980.16874911916 5709.7255343082115 33002.58999963358 277.8216560509554 1981.894250876179 2823 27085 2712 943 145 173 27 0
23 11550020 44774 36339107 11.173578834465498 13.488295055482514 817.9771980371854 673.1036868457911 3133 1187 4303 44682 92 120 92 3004 2941 2873 2781 2695 2633 2572 2520 2466 2411 2339 2243 2133 1980 1798 1065 955 794 623 455 303 193 113 64 35 20 12 8 5 4 36462 7677 423 1321 36462 767 7677 3718 44683 839 562 456 5529 4185 929 415 8.712544802867383 32.87243727831095 8.263724434876211 32.48159203784876 1.5301204819277108 4.91052471860678 1.1250793722580645E7 152250.53718976746 1.1257785898815932E7 151391.85074396327 1.1294442428915663E7 146976.11181122935 7380.633930704898 43741.79710478881 5842.781485468246 38053.51375397128 120.1938775510204 440.48659318475313 2905 26920 2788 442 115 161 30 0
24 12050022 44087 34988063 11.346040390288177 13.48976113754398 798.8938259201753 670.661466520959 3152 1240 4289 44087 0 116 0 3030 2972 2896 2812 2728 2665 2590 2536 2477 2420 2349 2264 2155 2008 1840 1111 997 840 657 474 324 212 123 67 36 20 12 8 5 4 37218 6336 417 1452 37216 775 6336 3885 44086 831 617 385 5662 4335 905 422 8.585467128027682 33.30251054749265 7.001104972375691 29.042434185608727 1.2630331753554502 1.6954077925202504 1.1747864966551326E7 148528.50776412842 1.1753471373480663E7 146530.1295278768 1.1803497483412322E7 140909.29462913066 7198.715736040609 43099.27720665441 4162.370165745856 31850.454103860113 124.57865168539325 432.0084333862638 2985 26862 2891 466 101 189 23 0
25 12550001 44649 36270462 11.20823526774707 13.495354108758685 818.6061884986909 671.207155076381 3188 1206 4333 44585 64 103 64 3048 2983 2913 2810 2730 2676 2613 2571 2518 2460 2387 2308 2209 2056 1879 1067 944 787 617 450 306 192 113 64 35 20 12 8 5 4 38196 5853 433 1339 38196 756 5852 3782 44586 843 595 407 5556 4249 907 400 8.989409272770063 36.184944383639305 6.453142227122381 24.971957811853702 1.5 3.9553760883132214 1.2243676314662274E7 149618.96623532203 1.2262375059536936E7 154652.34702091748 1.22967345475E7 144504.1196605308 7773.587196987526 48130.446455975674 3551.2557883131203 27704.12755399662 111.47191011235955 475.4551397215519 2923 27060 2831 700 115 178 27 0
26 13050027 44161 34039590 11.32821349281863 13.467720761680944 777.3099881256851 679.0050971620535 3307 1245 4470 44100 61 105 61 3176 3108 3034 2931 2832 2770 2697 2636 2575 2502 2418 2331 2213 2062 1869 1085 983 806 638 467 314 198 118 67 37 21 13 9 6 5 36508 7055 432 1398 36508 818 7055 3961 44101 783 557 442 5639 4243 972 424 8.604289417864718 31.65073508381355 7.258230452674897 32.78745933603173 1.4103773584905661 3.4644420172036416 1.275156432382748E7 151085.71941329623 1.2764985462962963E7 149984.5818374397 1.2794352964622641E7 148029.68960763427 7108.5349988215885 40904.278833287324 3969.284979423868 27659.08483854748 117.34104046242774 395.2585895349475 2992 25748 2791 585 130 101 24 0
27 13550006 46750 36813384 10.700915978256218 12.78809343284682 793.8448268426273 677.4686297666755 3112 1211 4265 46655 95 88 95 2991 2941 2874 2783 2700 2627 2559 2506 2439 2389 2325 2230 2133 1996 1822 1069 964 803 620 445 305 191 114 64 35 20 12 8 5 4 38859 7290 418 1384 38859 830 7287 3779 46656 860 548 302 5514 4162 990 362 9.336617011052379 33.42087415686397 7.363636363636363 33.44365078423374 1.660220994475138 5.512416922865297 1.3238628303700143E7 149620.5739852009 1.32532606E7 152274.66081314906 1.32939922679558E7 148892.989250651 7851.047333012974 43049.82336384596 4159.3656565656565 27688.70592658474 130.2549019607843 548.2705906054745 2814 27990 2735 522 138 181 28 0
28 14050001 45574 36270219 10.97835203196698 13.111646514912179 803.5146876384581 676.7681479461302 3217 1241 4291 45513 61 94 61 3099 3045 2972 2883 2793 2728 2670 2614 2549 2479 2412 2313 2198 2042 1848 1102 988 826 655 478 319 200 116 66 36 20 12 8 5 4 37035 7857 527 1450 37033 795 7857 3874 45512 803 504 444 5537 4111 970 456 9.008756993432256 36.84597510964513 8.1 42.06515564677764 1.4956140350877194 3.6986246851233107 1.373939576039893E7 149579.9905199048 1.376751968556701E7 150745.68566495331 1.3809167905701755E7 148653.94170358605 7696.085644768857 49455.50762018149 4761.926804123711 30520.610893769248 120.18604651162791 402.62305644534985 2989 26002 2569 527 134 151 31 0
29 14550017 43224 34324054 11.57572109819899 13.555043374660594 799.9340231653033 675.8258565351107 3131 1204 4185 43161 63 110 63 3019 2961 2899 2808 2729 2661 2600 2552 2497 2433 2365 2286 2185 2023 1850 1065 959 808 637 480 317 204 120 67 36 20 12 8 5 4 35768 6875 408 1401 35768 827 6873 3780 43162 819 481 323 5411 4035 987 389 8.864436183395291 39.667018627451476 6.965552178318136 35.888251076773635 1.493573264781491 3.7406266744675003 1.4241823552664189E7 150895.9815774432 1.4258396710233029E7 151595.1921088153 1.4283051223650385E7 149113.55185771908 7711.072366790582 54334.10143638049 3225.19168356998 25569.977885181706 152.28787878787878 600.2912003790537 2891 24991 2559 449 104 135 26 0
30 15050013 44984 36608994 11.122945167389611 13.526786452424954 818.5778011314089 675.6967378704501 3140 1262 4283 44984 0 108 0 3036 2972 2901 2802 2719 2657 2595 2542 2482 2413 2354 2255 2134 1975 1782 1112 993 833 660 474 317 202 119 66 35 19 11 7 4 3 37620 6809 447 1453 37620 790 6809 3854 44984 810 510 481 5461 4107 958 396 9.159970781592403 36.470086404305 7.107515657620041 31.899470221581055 1.4015151515151516 2.4597774392219005 1.4740009992451912E7 148492.6065456803 1.4767465468684759E7 149918.85607967048 1.4794632944444444E7 145529.8678060763 7940.013878743608 48676.302269783824 4145.282881002087 32494.441530176166 145.08673469387756 538.1678480298328 2875 26455 2559 1334 138 162 24 0
31 15550033 48617 41616714 10.288362618822271 12.912481230018322 861.3327400293892 667.9475281689628 3125 1209 4264 48555 62 114 62 3000 2928 2863 2780 2700 2645 2580 2529 2463 2409 2336 2251 2143 2004 1832 1054 933 779 614 444 305 194 115 66 37 21 13 9 6 5 40919 7101 421 1416 40919 795 7100 3815 48556 870 504 470 5487 4125 993 369 9.919757575757576 43.67744303760272 7.151057401812689 34.66856451540664 1.6178861788617886 4.785366129910017 1.5240794447515152E7 148192.74718533864 1.5265125616314199E7 155963.04946416678 1.5299585490514904E7 150540.49033929777 9085.869333333334 59842.8100179391 4137.14501510574 36418.29978623716 165.46368715083798 849.569305934832 2865 31243 2679 439 121 188 26 0
32 16050025 47116 38606528 10.617199278054995 12.91283180340937 827.4994963026471 673.1645657088529 3170 1228 4292 47022 94 121 94 3049 2983 2901 2817 2739 2674 2605 2556 2495 2431 2350 2269 2177 2043 1852 1073 962 814 645 469 316 202 123 67 36 20 12 8 5 4 39956 6382 563 1372 39954 788 6380 3811 47021 884 553 403 5610 4138 982 490 9.655872402126631 44.01319335131437 6.4989816700611 27.106920378067517 1.5877551020408163 5.094815291759148 1.5742353186321894E7 149992.7275132472 1.5759543461303463E7 152494.7584119772 1.5793819995918367E7 143949.0325698719 8514.483200386754 59054.00461019836 3387.671079429735 26851.600834242774 279.395 1973.3329128659461 2992 28597 2652 965 93 138 23 0
33 16550005 44986 36722731 11.117940051587654 13.303747769149485 824.943862880762 674.545098492503 3140 1227 4261 44894 92 100 92 3008 2947 2875 2795 2710 2647 2590 2535 2475 2416 2339 2264 2175 2023 1824 1074 952 796 626 463 308 195 116 66 36 20 12 8 5 4 38419 5757 618 1363 38419 798 5755 3773 44895 883 485 533 5517 4049 946 522 9.488515682884662 43.710706166100145 6.085623678646934 24.3709874997398 1.5517241379310345 5.372342967971911 1.6235432640898988E7 149071.37130162964 1.6260307059196617E7 151693.68522188245 1.629163658045977E7 133988.43491794556 8240.454927142504 58675.88594652224 3488.957716701903 27870.37271747913 291.0459183673469 2260.9216368461744 2950 27865 2640 494 97 134 21 0
34 17050011 46391 39335955 374.5841312974465 78337.06532950049 854.5056262762306 669.912493985687 3184 1295 4338 46391 0 92 0 3062 2995 2921 2842 2762 2690 2620 2573 2523 2466 2391 2291 2200 2042 1852 1112 988 822 645 466 310 199 117 65 36 20 12 8 5 4 39879 5889 531 1393 39878 796 5888 3847 46391 804 501 358 5514 4108 948 458 9.707643622200584 38.340147285392995 6.212025316455696 25.342568547618004 1.3602620087336244 2.451717159577688 1.6744929604673807E7 302247.51031077787 1.6757890662447257E7 147103.3825152582 1.680352944978166E7 143856.76142589754 8773.336985634283 50748.23540798345 3461.7109704641352 27015.514138914208 123.0327868852459 438.6602055763483 3005 29527 2606 451 111 105 16 0
35 17550012 45025 34409158 11.116980125383487 13.35786725085412 770.6156723103109 682.8304215680714 3174 1182 4227 44962 63 112 63 3049 2979 2906 2822 2748 2687 2630 2571 2519 2460 2385 2303 2191 2044 1861 1037 923 775 611 451 304 196 119 65 36 20 12 8 5 4 37835 6535 480 1419 37835 792 6535 3813 44963 806 526 359 5413 4015 971 427 9.423412204234122 35.29855231827331 6.7301750772399584 26.865860479803885 1.5339578454332552 4.273440660868852 1.7242746499128267E7 150792.3507737122 1.7267402317198765E7 153655.3309914286 1.7302939189695552E7 142119.4259470366 7604.596513075965 42777.077160536646 3967.8537590113287 29039.922825901147 134.1988950276243 792.0005580666598 2866 27822 2530 686 114 124 13 0
36 18050027 46357 37027365 396.3564076559567 83001.71605372828 803.4465130408367 677.475162207873 3196 1227 4290 46326 31 183 31 3067 3008 2932 2848 2758 2686 2619 2569 2520 2466 2393 2305 2196 2050 1868 1072 947 797 635 457 319 203 118 64 36 20 12 8 5 4 39263 6499 381 1440 39260 813 6497 3878 46324 839 460 390 5436 4080 974 382 9.62328431372549 37.03247117825959 6.672484599589322 26.877221029469183 1.557591623036649 2.898365670547701 1.774306465465686E7 149400.9525946668 1.775889135010267E7 150057.4614655657 1.78073002486911E7 150694.27948900193 8124.285364059819 46564.337270736054 3967.329568788501 29130.178875634952 123.10050251256281 492.12738372198436 2789 28858 2487 369 137 93 18 0
37 18550007 46079 36799281 10.853861850388572 13.03571734224908 804.2750519068954 679.5777518718903 3228 1219 4297 45986 93 154 93 3099 3028 2950 2875 2787 2728 2670 2608 2547 2493 2420 2335 2208 2058 1865 1061 946 783 616 448 307 192 115 64 36 20 12 8 5 4 39014 6444 374 1425 39014 829 6443 3907 45987 819 509 586 5451 4096 979 376 9.52490234375 37.63065130938807 6.582226762002043 26.49769199963379 1.6515957446808511 5.374536100713469 1.8248727462158203E7 155277.08664768437 1.826552557814096E7 155147.23001667412 1.8293294965425532E7 142596.60024976946 8049.73876953125 49225.68496449918 3886.591419816139 28556.11316463607 115.08542713567839 488.47555912174 2920 28207 2569 674 114 109 18 0
